Theme,Opportunity Space,Year Founded,Maturity,Website,Business Description,Funding Stage,Total funding (US$),Region,Country,Company Name,Showing?
"Infrastructure, Vessel & Asset efficiency",Equipment Management,2016,Emerging,https://swartantra.com,Developer of audible devices for meditation and stress management,Unfunded,,Asia & the Pacific,India,Swartantra,Yes
"Infrastructure, Vessel & Asset efficiency",Equipment Management,2011,Emerging,https://traceready.com,Track and trace solution for biomedical and pharmaceutical companies to maintain compliance and avoid errors,Unfunded,,Asia & the Pacific,India,TraceREADY,Yes
"Infrastructure, Vessel & Asset efficiency",Equipment Management,2010,Emerging,https://trackme.co.in,GPS based tracking solutions,Unfunded,,Asia & the Pacific,India,Track Me,Yes
"Infrastructure, Vessel & Asset efficiency",Equipment Management,2016,Emerging,https://trackzippy.com,Shipping Managment Solution,Funded,,Asia & the Pacific,India,Track Zippy,Yes
"Infrastructure, Vessel & Asset efficiency",Equipment Management,2014,Emerging,https://trackanything.in,Provider of SaaS-based asset and fleet tracking systems,Unfunded,,Asia & the Pacific,India,TrackAnything,Yes
"Infrastructure, Vessel & Asset efficiency",Equipment Management,2020,Distant,https://trackingfreight.io,Provider of container tracking software,Unfunded,,Asia & the Pacific,India,TrackingFreight,Yes
"Infrastructure, Vessel & Asset efficiency",Equipment Management,2017,Emerging,https://traxsmart.in,IoT enabled asset tracking solution for industrial applications,Unfunded,,Asia & the Pacific,India,Traxsmart,Yes
"Infrastructure, Vessel & Asset efficiency",Equipment Management,2016,Emerging,https://trustrace.com,Blockchain-based traceability and sustainability solutions for the fashion industry,Funded,,Asia & the Pacific,India,TrusTrace,Yes
"Infrastructure, Vessel & Asset efficiency",Equipment Management,2014,Emerging,https://voxtrail.com,Manufacturer & supplier of GPS tracking solutions,Unfunded,,Asia & the Pacific,India,VoxTrail,Yes
"Infrastructure, Vessel & Asset efficiency",Equipment Management,2010,Emerging,https://wayneburt.net,Acquires under performing companies in aerospace and oil and gas industry,Funded,,Asia & the Pacific,India,Wayne Burt Capital,Yes
"Infrastructure, Vessel & Asset efficiency",Equipment Management,2016,Emerging,https://work-ship.com,Fleet compliance management software provider,Unfunded,,Asia & the Pacific,India,Work Ship,Yes
"Infrastructure, Vessel & Asset efficiency",Equipment Management,2017,Emerging,https://xchain.ai,AI-based supply chain visibility tracking solution,Funded,,Asia & the Pacific,India,Xchain.ai,Yes
"Infrastructure, Vessel & Asset efficiency",Equipment Management,2018,Emerging,https://xship.in,Offers online tool for ship owners & fleet managers for monitoring and emission control of vessel,Funded,,Asia & the Pacific,India,XShip,Yes
"Infrastructure, Vessel & Asset efficiency",Equipment Management,2018,Distant,https://xyzi.ai,Provider of AI-enabled digital twin and project management platform,Unfunded,,Asia & the Pacific,India,XYZ Innovations,Yes
"Infrastructure, Vessel & Asset efficiency",Vessel Flow Efficiency,2014,Existing,https://antlab.in,Nanotechnology-based surface & material solutions,Unfunded,,Asia & the Pacific,India,Ant Lab,Yes
"Infrastructure, Vessel & Asset efficiency",Vessel Flow Efficiency,2010,Existing,https://icannanopaints.com,Provides nanomaterials and paints and coatings,Unfunded,,Asia & the Pacific,India,Innovation Center for Applied Nanotechnology,Yes
"Infrastructure, Vessel & Asset efficiency",Vessel Flow Efficiency,2013,Emerging,https://navaltboats.com,Electric boats and ferries powered by solar energy,Unfunded,,Asia & the Pacific,India,NavAlt,Yes
"Infrastructure, Vessel & Asset efficiency",Vessel Flow Efficiency,2016,Emerging,https://yugamarine.com,Developer and provider of electric and solar-electric hybrid boats,Unfunded,,Asia & the Pacific,India,Yuga Marine,Yes
"Infrastructure, Vessel & Asset efficiency",Equipment Management,2019,Distant,https://followourfibre.com,Blockchain-based supply chain traceability platform,Unfunded,,Asia & the Pacific,Indonesia,Follow Our Fibre,Yes
"Infrastructure, Vessel & Asset efficiency",Equipment Management,2019,Distant,https://indobuoy.com,Water quality monitoring and notification system,Unfunded,,Asia & the Pacific,Indonesia,Indobuoy,Yes
"Infrastructure, Vessel & Asset efficiency",Equipment Management,2019,Distant,https://malaka.id,Provides accessories for the shipping industry,Unfunded,,Asia & the Pacific,Indonesia,Malaka,Yes
"Infrastructure, Vessel & Asset efficiency",Equipment Management,2019,Distant,https://sussindomarine.com,Provides online platform for buying boats and boat accessories,Unfunded,,Asia & the Pacific,Indonesia,Sussindo Marine,Yes
"Infrastructure, Vessel & Asset efficiency",Equipment Management,2012,Existing,https://seebo.com,Cloud based digital twin platform for IoT products lifecycle management,Series B,31000000,MENA,Israel,Seebo,Yes
"Infrastructure, Vessel & Asset efficiency",Equipment Management,2013,Emerging,https://ap-g.com,Designer and developer of UAS solutions for multiple industries,Seed,3000000,MENA,Israel,APG Aero Systems,Yes
"Infrastructure, Vessel & Asset efficiency",Equipment Management,2019,Distant,https://4manalytics.com,AI based security intelligence solutions provider,Unfunded,,MENA,Israel,4M Analytics,Yes
"Infrastructure, Vessel & Asset efficiency",Equipment Management,2013,Emerging,https://angelsensor.com,Open health sensor,Seed,,MENA,Israel,Angel Sensor,Yes
"Infrastructure, Vessel & Asset efficiency",Equipment Management,2016,Emerging,https://brieftrace.com,IoT-based solution for real-time monitoring and tracking of cargo shipments,Unfunded,,MENA,Israel,Brieftrace,Yes
"Infrastructure, Vessel & Asset efficiency",Equipment Management,2012,Emerging,https://contguard.com,Cargo and shipment monitoring company,Series A,,MENA,Israel,Contguard,Yes
"Infrastructure, Vessel & Asset efficiency",Equipment Management,2017,Emerging,https://docktech.net,Water depth analysis platform,Seed,,MENA,Israel,DockTech,Yes
"Infrastructure, Vessel & Asset efficiency",Equipment Management,2017,Emerging,https://dolphinvision.net,AI-based visual surveillance solution provider,Unfunded,,MENA,Israel,Dolphin Vision,Yes
"Infrastructure, Vessel & Asset efficiency",Equipment Management,2015,Emerging,https://firstairborne.com,Provider of sensors and monitoring software,Funded,,MENA,Israel,First Airborne,Yes
"Infrastructure, Vessel & Asset efficiency",Equipment Management,2011,Existing,https://fourtec.com,Developer of data acquisition systems,Funded,,MENA,Israel,Fourier Technologies,Yes
"Infrastructure, Vessel & Asset efficiency",Equipment Management,2018,Distant,https://logicalcommander.com,Provider of human resource solutions for the public and private sectors,Unfunded,,MENA,Israel,LogicalCommander,Yes
"Infrastructure, Vessel & Asset efficiency",Equipment Management,2010,Existing,https://loginno.com,Asset telematics solutions for dry containers,Funded,,MENA,Israel,Loginno,Yes
"Infrastructure, Vessel & Asset efficiency",Equipment Management,2014,Emerging,https://novicod.com,Developer of technology to enable product tracking,Unfunded,,MENA,Israel,Novicod,Yes
"Infrastructure, Vessel & Asset efficiency",Equipment Management,2016,Emerging,https://opsys-tech.com,Developer of optical sensors for the autonomous applications & communication industry,Funded,,MENA,Israel,Opsys-Tech,Yes
"Infrastructure, Vessel & Asset efficiency",Equipment Management,2000,Emerging,https://septier.com,"Telecom interception, location tracking, and resource protection solutions provider",Unfunded,,MENA,Israel,Septier Communication,Yes
"Infrastructure, Vessel & Asset efficiency",Equipment Management,2017,Emerging,https://shipyourinnovation.com,Provides tech-enabled fulfillment services,Unfunded,,MENA,Israel,Ship Your Innovation,Yes
"Infrastructure, Vessel & Asset efficiency",Equipment Management,2019,Distant,https://wlog-group.com,Provides software solutions for tracking cargo,Unfunded,,MENA,Israel,World Logistics,Yes
"Infrastructure, Vessel & Asset efficiency",Vessel Flow Efficiency,2017,Distant,https://optivector.com,Marine Propeller and rotors manufacturing industry,Unfunded,,MENA,Israel,OptiVector,Yes
"Infrastructure, Vessel & Asset Efficiency",Drones and UVs,2018,Emerging,https://aerodevelop.jp,Developer of hybrid engine for drones operating in manufacturing and logistics sectors,Seed,448582,Asia & the Pacific,Japan,Aerodevelop Japan,Yes
"Infrastructure, Vessel & Asset efficiency",Drones and UVs,2015,Emerging,https://aerosense.co.jp,Develops drones and provides drone-based services,Unfunded,,Asia & the Pacific,Japan,Aerosense,Yes
"Infrastructure, Vessel & Asset efficiency",Equipment Management,2014,Emerging,https://symmetryvr.com,Virtual reality solution for visualization of designs,Funded,,Asia & the Pacific,Japan,Symmetry Dimensions,Yes
"Infrastructure, Vessel & Asset efficiency",Equipment Management,2019,Distant,https://blockchainst.org,Blockchain based supply chain platform,Unfunded,,MENA,Kuwait,Blockchain ST,Yes
"Infrastructure, Vessel & Asset Efficiency",Drones and UVs,2014,Existing,https://aerodyne.group,Provider of drone-based managed solution provider,Series B,30000000,Asia & the Pacific,Malaysia,Aerodyne,Yes
"Infrastructure, Vessel & Asset efficiency",Drones and UVs,2019,Distant,https://airbornesentinel.com,Developer of command & control aircraft,Unfunded,,Asia & the Pacific,Malaysia,Airborne Sentinel,Yes
"Infrastructure, Vessel & Asset efficiency",Drones and UVs,2009,Emerging,https://centaurustechnology.com,Developing UAVs for civil & military,Unfunded,,Asia & the Pacific,Malaysia,Centaurus Technology,Yes
"Infrastructure, Vessel & Asset efficiency",Drones and UVs,2007,Emerging,https://deftechust.com,Develops drones for surveillance and monitoring applications.,Unfunded,,Asia & the Pacific,Malaysia,DEFTECH US,Yes
"Infrastructure, Vessel & Asset efficiency",Drones and UVs,2014,Emerging,https://dragonflyrobotix.com,Provides drone-based aerial surveying services for enterprises,Unfunded,,Asia & the Pacific,Malaysia,Dragonfly Robotix,Yes
"Infrastructure, Vessel & Asset efficiency",Drones and UVs,2016,Emerging,https://fourfang.co,Automated drone-in-box system for multi-industry applications,Unfunded,,Asia & the Pacific,Malaysia,Fourfang,Yes
"Infrastructure, Vessel & Asset efficiency",Drones and UVs,2019,Distant,https://gisdata.pro,Provides various services using drones,Unfunded,,Asia & the Pacific,Malaysia,IDATA Global,Yes
"Infrastructure, Vessel & Asset efficiency",Drones and UVs,2017,Emerging,https://kambyan.net,Provider of drone based farm mapping solutions for agriculture sector,Unfunded,,Asia & the Pacific,Malaysia,Kambyan,Yes
"Infrastructure, Vessel & Asset efficiency",Drones and UVs,2016,Distant,https://poladrone.com,Develops modular systems for converting traditional drones to hybrid drones,Funded,,Asia & the Pacific,Malaysia,Poladrone,Yes
"Infrastructure, Vessel & Asset efficiency",Drones and UVs,2019,Distant,https://terrabina.app,Drone-based digital progress monitoring solution for the construction projects,Unfunded,,Asia & the Pacific,Malaysia,TERRABINA,Yes
"Infrastructure, Vessel & Asset efficiency",Drones and UVs,2015,Emerging,https://vortex-edge.com,Develops unmanned aircraft and navigation circuit boards for unmanned aircraft,Unfunded,,Asia & the Pacific,Malaysia,Vortex Edge,Yes
"Infrastructure, Vessel & Asset efficiency",Drones and UVs,2016,Emerging,https://zulutechs.com,Provides aerial mapping and surveying services using drones,Unfunded,,Asia & the Pacific,Malaysia,Zulutechs,Yes
"Infrastructure, Vessel & Asset efficiency",Equipment Management,2015,Existing,https://infotraxeng.com,Provider of a tech-based digital twin development company,Unfunded,,Asia & the Pacific,Malaysia,Infotrax,Yes
"Infrastructure, vessel & Asset efficiency",Vessel Flow Efficiency,2014,Emerging,https://ugenttech.com,"Graphene-enhanced materials, composite and coating developer",Unfunded,,Asia & the Pacific,Malaysia,Ugent Tech,Yes
"Infrastructure, Vessel & Asset efficiency",Equipment Management,2020,Emerging,https://marinecoatingscompany.com,Provider of nano coatings for marine sector,Unfunded,,Europe,Monaco,Marine Clear Coat,Yes
"Infrastructure, Vessel & Asset Efficiency",Drones and UVs,2013,Existing,https://atmosuav.com,Designs and manufactures aerial observation and data gathering solutions,Series A,,Europe,Netherlands,Atmos UAV,Yes
"Infrastructure, Vessel & Asset efficiency",Equipment Management,2017,Distant,https://machinebrain.io,IoT platform for enterprises to track and monitor industrial equipment,Unfunded,,Europe,Netherlands,Machine Brain,Yes
"Infrastructure, Vessel & Asset efficiency",Equipment Management,2019,Distant,https://skialabs.com,Digital twin based platform for smart mobility,Unfunded,,Europe,Netherlands,SKIAlabs,Yes
"Infrastructure, Vessel & Asset efficiency",Vessel Flow Efficiency,2012,Emerging,https://vaf.nl,VAF Instruments - Propulsion Performance Management & Fuel Efficiency Solutions,Acquired,,Europe,Netherlands,VAF Instruments,Yes
"Infrastructure, Vessel & Asset efficiency",Vessel Flow Efficiency,2007,Emerging,https://vespermarine.com,Developer of marine asset protection and collision avoidance technology,Seed,1000000,Asia & the Pacific,New Zealand,Vesper Marine,Yes
"Infrastructure, Vessel & Asset efficiency",Equipment Management,2014,Emerging,https://navigatedata.co.nz,Offers marine compliance management solutions,Unfunded,,Asia & the Pacific,New Zealand,Navigate,Yes
"Infrastructure, Vessel & Asset efficiency",Equipment Management,2007,Emerging,https://nextspace.nz,Digital twin based geospatially-enabled asset management software,Unfunded,,Asia & the Pacific,New Zealand,Nextspace,Yes
"Infrastructure, Vessel & Asset efficiency",Equipment Management,2014,Emerging,https://scholatec.com,Tracking and tracing solution using barcodes,Unfunded,,Asia & the Pacific,New Zealand,Scholatec,Yes
"Infrastructure, Vessel & Asset efficiency",Equipment Management,2018,Distant,https://track-back.co,Blockchain-based SCM solution,Unfunded,,Asia & the Pacific,New Zealand,TrackBack,Yes
